#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Kb)	GC%	Host	Segmemts	Genes	Proteins	Release Date	Modify Date	Status
Lake Sarah-associated circular virus-11	1685737		0	unclassified viruses	unclassified	2.198	42.9	invertebrates	 Unknown:NC_029612.1/KP153409.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-10	1685736		0	unclassified viruses	unclassified	1.915	30.6	-	 Unknown:NC_029589.1/KP153408.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-1	1685735		0	unclassified viruses	unclassified	2.862	45.7	invertebrates	 Unknown:NC_029607.1/KP153390.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-50	1685780		0	unclassified viruses	unclassified	1.802	41.7	invertebrates	 Unknown:NC_029627.1/KP153511.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-5	1685779		0	unclassified viruses	unclassified	2.987	42.5	-	 Unknown:NC_029582.1/KP153402.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-49	1685778		0	unclassified viruses	unclassified	2.927	40.6	invertebrates	 Unknown:NC_029626.1/KP153507.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-48	1685777		0	unclassified viruses	unclassified	2.039	46.1	invertebrates	 Unknown:NC_029625.1/KP153505.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-47	1685776		0	unclassified viruses	unclassified	2.732	52.8	invertebrates	 Unknown:NC_029638.1/KP153504.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-46	1685775		0	unclassified viruses	unclassified	1.912	51	invertebrates	 Unknown:NC_029635.1/KP153502.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-45	1685774		0	unclassified viruses	unclassified	2.903	46.7	invertebrates	 Unknown:NC_029633.1/KP153501.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-44	1685773		0	unclassified viruses	unclassified	3.91	39.2	invertebrates	 Unknown:NC_029631.1/KP153500.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-43	1685772		0	unclassified viruses	unclassified	2.999	53.1	invertebrates	 Unknown:NC_029624.1/KP153499.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-42	1685771		0	unclassified viruses	unclassified	3.049	42.8	invertebrates	 Unknown:NC_029623.1/KP153496.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-41	1685770		0	unclassified viruses	unclassified	3.091	43.6	invertebrates	 Unknown:NC_029616.1/KP153494.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-40	1685769		0	unclassified viruses	unclassified	2.746	49.5	invertebrates	 Unknown:NC_029600.1/KP153488.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-4	1685768		0	unclassified viruses	unclassified	1.709	44.8	invertebrates	 Unknown:NC_029580.1/KP153397.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-39	1685767		0	unclassified viruses	unclassified	3.208	38.1	invertebrates	 Unknown:NC_029598.1/KP153485.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-38	1685766		0	unclassified viruses	unclassified	3.531	44	invertebrates	 Unknown:NC_029597.1/KP153483.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-37	1685765		0	unclassified viruses	unclassified	1.677	37.6	invertebrates	 Unknown:NC_029593.1/KP153476.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-36	1685764		0	unclassified viruses	unclassified	2.023	42.2	invertebrates	 Unknown:NC_029591.1/KP153474.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-35	1685763		0	unclassified viruses	unclassified	3.481	48.1	invertebrates	 Unknown:NC_029605.1/KP153490.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-34	1685762		0	unclassified viruses	unclassified	2.164	44.8	invertebrates	 Unknown:NC_029588.1/KP153470.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-33	1685761		0	unclassified viruses	unclassified	2.191	43.1	invertebrates	 Unknown:NC_029586.1/KP153469.1	2	2	2016/03/02	2020/12/21	Complete Genome
Lake Sarah-associated circular virus-32	1685760		0	unclassified viruses	unclassified	2.546	46.8	invertebrates	 Unknown:NC_029581.1/KP153464.1	2	2	2016/03/02	2020/12/21	Complete Genome
Aquatic bird bornavirus 1	1715293		0	Other	Bornaviridae	9.006	39.9	vertebrates	 Unknown:NC_029642.1/KF578398.1	6	6	2013/09/30	2016/08/23	Complete Genome
Cotton leaf curl Shahdadpur virus	674996		0	Other	Geminiviridae	2.748	43.3	land plants	 DNA A:NC_029648.1/FN552001.1	6	6	2010/01/07	2018/08/13	Complete Genome
Saffold virus 3	1982742		0	Other	Picornaviridae	7.984	43.2	human,vertebrates	HM181996.1	-	1	2010/08/04	2020/10/16	Complete Genome
Grapevine leafroll-associated virus 13	1815581		0	Other	Closteroviridae	17.608	44.9	land plants	 Unknown:NC_029783.1/LC052212.1	12	12	2016/03/25	2018/08/13	Complete Genome
Phytophthora infestans RNA virus 4	1077832		0	Other	Narnaviridae	2.984	48.1	fungi	 Unknown:NC_029782.1/JN400241.1	1	1	2011/08/28	2018/08/13	Complete Genome
Ixeridium yellow mottle virus 1	1809767		0	Other	Luteoviridae	6.017	49	land plants	 Unknown:NC_029691.1/KT868949.1	6	6	2016/03/20	2018/08/13	Complete Genome
Brazilian marseillevirus	1813599		0	Other	Marseilleviridae	362.276	43.3	protozoa	 Unknown:NC_029692.1/KT752522.1	491	491	2016/03/19	2020/12/21	Complete Genome
Thermus virus P23-77	1714272		0	Other	Sphaerolipoviridae	17.036	68	bacteria	 Unknown:NC_013197.1/GQ403789.1	37	37	2009/09/01	2020/12/21	Complete Genome
Sicinivirus A	1755588		0	Other	Picornaviridae	9.276	54.3	vertebrates	 Unknown:NC_023861.1/KF741227.1	1	1	2014/03/26	2018/08/13	Complete Genome
Beauveria bassiana RNA virus 1	1054649		0	dsRNA viruses	unclassified	3.218	55.1	fungi	 Unknown:NC_027428.1/LN610699.1	2	2	2015/06/19	2018/08/13	Complete Genome
Kafue kinda chacma baboon virus	1823757		0	Other	Arteriviridae	14.924	50.8	vertebrates	 Unknown:NC_029053.1/KT447550.1	14	14	2016/01/31	2018/08/13	Complete Genome
Megabat bufavirus 1	1756191		0	Other	Parvoviridae	4.765	40.3	vertebrates	 Unknown:NC_029797.1/LC085675.1	3	3	2016/03/31	2018/08/13	Complete Genome
Iris yellow spot virus	60456		0	Other	Tospoviridae	16.823	33.8537	invertebrates,land plants	 L:NC_029799.1/FJ623474.1;  S:NC_029800.1/AF001387.1;  M:NC_038232.1/AF214014.1	5	5	1997/07/01	2018/08/13	Complete Genome
Porcine picobirnavirus	442302		0	Other	Picobirnaviridae	4.396	45.4542	vertebrates	 L:NC_029801.1/KF861768.1;  S:NC_029802.1/KF861773.1	3	3	2014/02/12	2018/08/13	Complete Genome
Deinbollia mosaic virus	1812308		0	Other	Geminiviridae	5.461	40.9651	land plants	 DNA B:NC_029803.1/KT878828.1;  DNA A:NC_029804.1/KT878829.1	8	8	2016/03/16	2018/08/13	Complete Genome
Mus musculus mobilized endogenous polytropic provirus	590745		0	Other	Retroviridae	8.183	53.1	vertebrates	 Unknown:NC_029853.1/FJ544577.2	2	2	2009/01/31	2018/08/13	Complete Genome
Bovine retrovirus CH15	1822365		0	Other	Retroviridae	7.47	38.7	vertebrates	 Unknown:NC_029852.1/KU720628.1	4	4	2016/04/05	2018/08/13	Complete Genome
Yak enterovirus	1604871		0	Other	Picornaviridae	7.382	51.1	vertebrates	 Unknown:NC_029854.1/KU955844.1	1	1	2016/04/02	2018/08/13	Complete Genome
Rodent arterivirus	1806636		0	Other	Arteriviridae	15.224	51.8	vertebrates	NC_040535.1/KY369967.1	8	8	2017/12/31	2019/09/12	Complete Genome
Yogue virus	1712572		0	Other	Nairoviridae	18.236	41.8064	vertebrates	 L:NC_029931.1/KR537453.1;  M:NC_029935.1/KR537454.1;  S:NC_029936.1/KR537455.1	3	3	2015/09/16	2018/08/13	Complete Genome
Potato necrosis virus	1725329		0	Other	Tombusviridae	3.674	46.2	land plants	 Unknown:NC_029900.1/KP901095.1	5	5	2016/04/09	2018/08/13	Complete Genome
Bat mastadenovirus WIV9	1788436		0	Other	Adenoviridae	37.545	55.5	vertebrates	 Unknown:NC_029898.1/KT698853.1	33	33	2016/04/14	2020/12/21	Complete Genome
Bat mastadenovirus WIV11	1788433		0	Other	Adenoviridae	38.073	55	vertebrates	 Unknown:NC_029902.1/KT698855.1	33	33	2016/04/14	2020/12/21	Complete Genome
Bat mastadenovirus WIV10	1788432		0	Other	Adenoviridae	37.556	55.2	vertebrates	 Unknown:NC_029899.1/KT698854.1	33	33	2016/04/14	2020/12/21	Complete Genome
Zerdali virus	1764086		0	Other	Phenuiviridae	12.512	41.9536	-	 L:NC_029901.1/KP966616.1;  M:NC_037612.1/KP966617.1;  S:NC_037613.1/KP966618.1	4	4	2016/04/18	2018/08/13	Complete Genome
Toros virus	1764085		0	Other	Phenuiviridae	12.484	43.5635	-	 L:NC_029903.1/KP966619.1;  M:NC_037614.1/KP966620.1;  S:NC_037615.1/KP966621.1	4	4	2016/04/18	2018/08/13	Complete Genome
Kasokero virus	1712570		0	Other	Nairoviridae	18.38	42.7529	vertebrates	 L:NC_036636.1/KR537444.1;  S:NC_029932.1/KR537446.1;  M:NC_029933.1/KR537445.1	3	3	2015/09/16	2018/08/13	Complete Genome
Tilapia lake virus	1549864		0	Other	Amnoonviridae	10.323	46.5145	vertebrates	 1:NC_029926.1/KU751814.1;  2:NC_029921.1/KU751815.1;  4:NC_029922.1/KU751817.1;  3:NC_029927.1/KU751816.1;  5:NC_029923.1/KU751818.1;  7:NC_029924.1/KU751820.1;  9:NC_029925.1/KU751822.1;  6:NC_029928.1/KU751819.1;  8:NC_029929.1/KU751821.1;  10:NC_029930.1/KU751823.1	10	10	2016/04/06	2018/08/13	Complete Genome
Tobacco leaf curl Cuba virus	336987		0	Other	Geminiviridae	5.176	45.0146	land plants	 DNA A:NC_035887.1/KX011471.1;  DNA B:NC_035888.1/KX011472.1	7	7	2016/11/09	2018/08/13	Complete Genome
Enterovirus SEV-gx	1826059		0	Other	Picornaviridae	7.367	43.1	vertebrates	 Unknown:NC_029905.1/KU587555.1	1	1	2016/04/12	2018/08/13	Complete Genome
Barley virus G	1825924		0	Other	Luteoviridae	5.62	50.1	land plants	 Unknown:NC_029906.1/KT962089.1	6	6	2016/04/18	2018/08/13	Complete Genome
Cucurbit yellow mosaic alphasatellite	1819678		0	Other	Alphasatellitidae	1.335	40.1	land plants	 Unknown:NC_029907.1/KT948075.1	2	2	2016/04/11	2018/08/13	Complete Genome
Callinectes sapidus reovirus 1	1811230		0	Other	Reoviridae	23.909	43.5035	invertebrates	 1:NC_029904.1/KU311708.1;  2:NC_037579.1/KU311709.1;  3:NC_037580.1/KU311710.1;  4:NC_037581.1/KU311711.1;  5:NC_037582.1/KU311712.1;  6:NC_037583.1/KU311713.1;  7:NC_037584.1/KU311714.1;  8:NC_037585.1/KU311715.1;  9:NC_037586.1/KU311716.1;  10:NC_037587.1/KU311717.1;  11:NC_037589.1/KU311718.1;  12:NC_037588.1/KU311719.1	11	11	2016/04/16	2018/08/13	Complete Genome
Penicillium digitatum virus 1	1833938		0	Other	Totiviridae	5.211	57.1	fungi	 Unknown:NC_029989.1/KU933932.1	2	2	2016/04/19	2018/08/13	Complete Genome
Bhindi yellow vein alphasatellite	1841147		0	Other	Alphasatellitidae	1.361	41.1	land plants	 Unknown:NC_029313.1/KT716081.1	1	1	2016/02/23	2018/08/13	Complete Genome
Maize yellow dwarf virus-RMV2	1833824		0	Other	Luteoviridae	5.625	50.8	land plants	 Unknown:NC_029990.1/KT992824.1	6	6	2016/04/19	2018/08/13	Complete Genome
Alfalfa enamovirus 1	1770265		0	Other	Luteoviridae	5.726	51.1	land plants	 Unknown:NC_029993.1/KU297983.1	5	5	2016/04/27	2018/08/13	Complete Genome
Rhizoctonia oryzae-sativae mitovirus 1	1837089		0	Other	Mitoviridae	3.038	39.3	fungi	 Unknown:NC_029991.1/KU057949.1	1	1	2016/04/26	2018/08/13	Complete Genome
Free State vervet virus	1737586		0	Other	Arteriviridae	15.247	51.6	vertebrates	 Unknown:NC_029992.1/KR862307.1	14	14	2016/04/25	2018/08/13	Complete Genome
Urbanus proteus nucleopolyhedrovirus	1675866		0	Other	Baculoviridae	105.555	34.7	invertebrates	 Unknown:NC_029997.2/KR011717.2	119	119	2016/04/22	2018/08/13	Complete Genome
Tomato yellow leaf curl Shuangbai virus - [Y4536]	1825931		0	Other	Geminiviridae	2.748	41.6	land plants	 DNA A:NC_029995.1/KT962229.1	6	6	2016/04/23	2018/08/13	Complete Genome
Bovine faeces associated circular DNA virus 1	1843764		0	unclassified viruses	unclassified	3.06	45.6	vertebrates	 Unknown:NC_030130.1/KT862230.1	2	2	2016/05/09	2020/12/21	Complete Genome
Sheep faeces associated smacovirus 3	1843758		0	Other	Smacoviridae	2.608	44.8	vertebrates	 Unknown:NC_030120.1/KT862219.1	2	2	2016/05/09	2019/06/04	Complete Genome
Bovine faeces associated smacovirus 5	1843753		0	Other	Smacoviridae	2.468	47.1	vertebrates	 Unknown:NC_030125.1/KT862224.1	2	2	2016/05/09	2019/06/04	Complete Genome
Bovine faeces associated smacovirus 1	1843749		0	Other	Smacoviridae	2.723	51.6	vertebrates	 Unknown:NC_030124.1/KT862223.1	2	2	2016/05/09	2019/06/04	Complete Genome
Faeces associated gemycircularvirus 19	1843739		0	Other	Genomoviridae	2.308	53.2	vertebrates	 Unknown:NC_030145.1/KT862250.1	3	3	2016/05/09	2018/08/13	Complete Genome
Faeces associated gemycircularvirus 15	1843735		0	Other	Genomoviridae	2.226	53.9	vertebrates	 Unknown:NC_030147.1/KT862254.1	3	3	2016/05/09	2018/08/13	Complete Genome
Marbled eel polyomavirus	1662286		0	Other	Polyomaviridae	14.334	48.6	vertebrates	 Unknown:NC_030148.1/KU221231.1	16	16	2016/05/10	2018/08/13	Complete Genome
Porcine faeces associated circular DNA molecule-1	1843772		0	unclassified viruses	unclassified	1.28	47.8	vertebrates	 Unknown:NC_030150.1/KT862257.1	1	1	2016/05/09	2020/12/21	Complete Genome
Duck faeces associated circular DNA virus 1	1843768		0	unclassified viruses	unclassified	2.75	43.2	vertebrates	 Unknown:NC_030131.1/KT862231.1	2	2	2016/05/09	2020/12/21	Complete Genome
Anopheles C virus	1769780		0	Other	Dicistroviridae	8.919	44.2	invertebrates	 Unknown:NC_030115.1/KU169878.1	2	2	2016/05/05	2018/08/13	Complete Genome
Sewage associated gemycircularvirus 3	1843761		0	Other	Genomoviridae	2.13	51.2	vertebrates	 Unknown:NC_026168.1/KJ547643.1	3	3	2015/01/08	2019/01/11	Complete Genome
Bovine faeces associated smacovirus 6	1843754		0	Other	Smacoviridae	2.568	47.2	vertebrates	 Unknown:NC_030129.1/KT862229.1	2	2	2016/05/09	2019/06/04	Complete Genome
Bovine faeces associated smacovirus 2	1843750		0	Other	Smacoviridae	2.755	48.6	vertebrates	 Unknown:NC_030119.1/KT862218.1	2	2	2016/05/09	2019/06/04	Complete Genome
Faeces associated gemycircularvirus 20	1843740		0	Other	Genomoviridae	2.247	52.6	vertebrates	 Unknown:NC_030141.1/KT862243.1	3	3	2016/05/09	2018/08/13	Complete Genome
Faeces associated gemycircularvirus 16	1843736		0	Other	Genomoviridae	2.384	49.3	vertebrates	 Unknown:NC_030144.1/KT862249.1	3	3	2016/05/09	2018/08/13	Complete Genome
Canid alphaherpesvirus 1	170325		0	Other	Herpesviridae	125.171	31.6	vertebrates	 Unknown:NC_030117.1/KT819633.1	76	76	2016/05/12	2018/08/13	Complete Genome
Porcine stool-associated circular virus	1843773		0	Other	Smacoviridae	2.589	50.1	vertebrates	 Unknown:NC_030127.1/KT862226.1	2	2	2016/05/09	2018/08/13	Complete Genome
Duck faeces associated circular DNA virus 2	1843769		0	unclassified viruses	unclassified	1.845	32.1	vertebrates	 Unknown:NC_030133.1/KT862233.1	2	2	2016/05/09	2020/12/21	Complete Genome
Bovine faeces associated circular DNA virus 2	1843765		0	unclassified viruses	unclassified	2.782	39.3	vertebrates	 Unknown:NC_030137.1/KT862237.1	2	2	2016/05/09	2020/12/21	Complete Genome
Sclerotinia sclerotiorum mycoreovirus 4	1840528		0	Other	Reoviridae	24.899	48.8699	fungi	 1:NC_030158.1/KU128375.1;  7:NC_030152.1/KU128381.1;  2:NC_030161.1/KU128376.1;  8:NC_030153.1/KU128382.1;  3:NC_030162.1/KU128377.1;  9:NC_030154.1/KU128383.1;  10:NC_030155.1/KU128384.1;  4:NC_030159.1/KU128378.1;  11:NC_030156.1/KU128385.1;  5:NC_030163.1/KU128379.1;  12:NC_030157.1/KU128386.1;  6:NC_030160.1/KU128380.1	12	12	2016/05/09	2018/08/13	Complete Genome
Sheep faeces associated smacovirus 1	1843756		0	Other	Smacoviridae	2.861	47.9	vertebrates	 Unknown:NC_030121.1/KT862220.1	2	2	2016/05/09	2019/06/04	Complete Genome
Bovine faeces associated smacovirus 3	1843751		0	Other	Smacoviridae	2.623	48.7	vertebrates	 Unknown:NC_030123.1/KT862222.1	2	2	2016/05/09	2019/06/04	Complete Genome
Faeces associated gemycircularvirus 21	1843741		0	Other	Genomoviridae	2.125	50.9	vertebrates	 Unknown:NC_030142.1/KT862245.1	3	3	2016/05/09	2018/08/13	Complete Genome
Faeces associated gemycircularvirus 17	1843737		0	Other	Genomoviridae	2.23	52.8	vertebrates	 Unknown:NC_030140.1/KT862242.1	3	3	2016/05/09	2018/08/13	Complete Genome
Tobacco mosqueado virus	1792583		0	Other	Potyviridae	9.896	42	land plants	NC_030118.1/KT834407.1	1	1	2016/04/30	2018/08/13	Complete Genome
unidentified adenovirus	10535		0	Other	Adenoviridae	24.633	35.6	human,vertebrates	KP279747.1	22	22	2016/12/31	2016/12/31	Chromosome
Duck faeces associated circular DNA virus 3	1843770		0	unclassified viruses	unclassified	1.856	28.2	vertebrates	 Unknown:NC_030134.1/KT862234.1	2	2	2016/05/09	2020/12/21	Complete Genome
Chamois faeces associated circular DNA virus 1	1843766		0	unclassified viruses	unclassified	2.684	48	vertebrates	 Unknown:NC_030136.1/KT862236.1	2	2	2016/05/09	2020/12/21	Complete Genome
Bovine faeces associated circular DNA molecule 1	1843763		0	unclassified viruses	unclassified	1.474	37.7	vertebrates	 Unknown:NC_030149.1/KT862256.1	1	1	2016/05/09	2020/12/21	Complete Genome
Sheep faeces associated smacovirus 2	1843757		0	Other	Smacoviridae	2.712	52.2	vertebrates	 Unknown:NC_030122.1/KT862221.1	2	2	2016/05/09	2019/06/04	Complete Genome
Bovine faeces associated smacovirus 4	1843752		0	Other	Smacoviridae	2.645	49.1	vertebrates	 Unknown:NC_030128.1/KT862228.1	2	2	2016/05/09	2019/06/04	Complete Genome
Faeces associated gemycircularvirus 22	1843742		0	Other	Genomoviridae	2.164	51.9	vertebrates	 Unknown:NC_030146.1/KT862253.1	3	3	2016/05/09	2018/08/13	Complete Genome
Faeces associated gemycircularvirus 18	1843738		0	Other	Genomoviridae	2.24	51.2	vertebrates	 Unknown:NC_030143.1/KT862248.1	3	3	2016/05/09	2018/08/13	Complete Genome
Faeces associated gemycircularvirus 14	1843734		0	Other	Genomoviridae	2.194	53.1	vertebrates	 Unknown:NC_030138.1/KT862238.1	3	3	2016/05/09	2018/08/13	Complete Genome
Cervus papillomavirus 2	1434070		0	Other	Papillomaviridae	8.082	45	vertebrates	 Unknown:NC_030151.1/KU350625.1	6	6	2016/05/11	2018/08/13	Complete Genome
Llama faeces associated circular DNA virus-1	1843771		0	unclassified viruses	unclassified	2.002	46.1	vertebrates	 Unknown:NC_030135.1/KT862235.1	2	2	2016/05/09	2020/12/21	Complete Genome
Deer faeces associated circular DNA virus 1	1843767		0	unclassified viruses	unclassified	2.355	45.6	vertebrates	 Unknown:NC_030132.1/KT862232.1	2	2	2016/05/09	2020/12/21	Complete Genome
Fusarium poae dsRNA virus 2	1848042		0	dsRNA viruses	unclassified	9.518	48.6	-	NC_030201.1/KU728180.1	2	2	2016/05/18	2018/08/13	Complete Genome
Sclerotinia sclerotiorum umbra-like virus 1	1435450		0	Other	Tombusviridae	4.483	54.9	-	NC_030203.1/KC601995.2	2	2	2014/02/28	2018/08/13	Complete Genome
Avian-like circovirus	1844928		0	Other	Circoviridae	1.939	49	invertebrates	NC_030199.1/KU230452.1	1	1	2016/05/14	2018/08/13	Complete Genome
Water chestnut soymovirus 1	1848040		0	Other	Caulimoviridae	7.535	33.7	land plants	NC_030205.1/KU365408.1	9	9	2016/05/15	2018/08/13	Complete Genome
Lonestar tick chuvirus 1	1844927		0	Other	Chuviridae	11.163	45.8	invertebrates	NC_030204.1/KU230451.1	4	4	2016/05/14	2020/12/21	Complete Genome
Macaca nemestrina herpesvirus 7	1846169		0	Other	Herpesviridae	137.448	32.4	vertebrates	NC_030200.1/KU351741.1	84	84	2016/05/14	2018/08/13	Chromosome
Fusarium poae dsRNA virus 3	1848169		0	dsRNA viruses	unclassified	9.419	50.4	-	NC_030202.1/KU728181.1	2	2	2016/05/18	2018/08/13	Complete Genome
Nigrospora oryzae victorivirus 1	1765736		0	Other	Totiviridae	5.1	61.6	fungi	NC_030224.1/KT428155.1	2	2	2015/12/09	2018/08/13	Complete Genome
Pepo aphid-borne yellows virus	1462681		0	Other	Luteoviridae	5.813	50.7	land plants	KU315177.1	-	7	2016/05/25	2017/03/07	Complete Genome
Sinapis alba cryptic virus 1	1768874		0	Other	Partitiviridae	3.12	45.0108	land plants	 RNA 1:NC_030243.1/KT285020.1;  RNA 2:NC_030245.1/KT285021.1	2	2	2015/12/20	2018/08/13	Complete Genome
human papillomavirus 67	37120		0	Other	Papillomaviridae	7.801	38.5	human	D21208.1	-	8	1998/06/16	1999/02/20	Complete Genome
Catopsilia pomona nucleopolyhedrovirus	1850906		0	Other	Baculoviridae	128.058	39.7	invertebrates	NC_030240.1/KU565883.1	130	130	2016/05/24	2018/08/13	Complete Genome
Parthenium leaf curl alphasatellite	1755198		0	Other	Alphasatellitidae	1.386	39.7	land plants	NC_030226.1/LN906596.1	1	1	2016/04/12	2018/08/13	Complete Genome
Tropical soda apple mosaic virus	327387		0	Other	Virgaviridae	6.35	41.3	land plants	NC_030229.1/KU659022.1	4	4	2016/05/24	2018/08/13	Complete Genome
Victorian trout aquabirnavirus	1661392		0	Other	Birnaviridae	5.583	53.7582	vertebrates	 A:NC_030242.1/KP268664.1;  B:NC_030244.1/KP268679.1	3	3	2015/09/30	2018/08/13	Complete Genome
