#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	FTP Path	Pubmed ID	Strain
Halogeometricum pallidum JCM 14848	1227487	PRJNA174923	174923	Euryarchaeota	Stenosarchaea group	4.38452	65.6	-	AOIV01	45	4353	4144	2013/02/04	2021/02/21	Contig	University of California, Davis	SAMN02471630	GCA_000337095.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/095/GCA_000337095.1_ASM33709v1	25393412	JCM 14848
Haloterrigena limicola JCM 13563	1230457	PRJNA174925	174925	Euryarchaeota	Stenosarchaea group	3.52203	61.8	-	AOIT01	94	3585	3374	2013/02/04	2021/03/08	Contig	University of California, Davis	SAMN02471681	GCA_000337475.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/475/GCA_000337475.1_ASM33747v1	25393412	JCM 13563
Haloterrigena salina JCM 13891	1227488	PRJNA174926	174926	Euryarchaeota	Stenosarchaea group	4.84161	65.2	-	AOIS01	71	4627	4390	2013/02/04	2021/02/21	Contig	University of California, Davis	SAMN02471629	GCA_000337495.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/495/GCA_000337495.1_ASM33749v1	25393412	JCM 13891
Halovivax asiaticus JCM 14624	1227490	PRJNA174928	174928	Euryarchaeota	Stenosarchaea group	3.23845	64.5	-	AOIQ01	24	3204	3102	2013/02/04	2021/03/08	Contig	University of California, Davis	SAMN02471651	GCA_000337515.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/515/GCA_000337515.1_ASM33751v1	25393412	JCM 14624
Natrialba aegyptia DSM 13077	1227491	PRJNA174929	174929	Euryarchaeota	Stenosarchaea group	4.61836	62	-	AOIP01	66	4499	4227	2013/02/04	2021/03/08	Contig	University of California, Davis	SAMN02471628	GCA_000337535.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/535/GCA_000337535.1_ASM33753v1	25393412	DSM 13077
Natrialba chahannaoensis JCM 10990	1227492	PRJNA174931	174931	Euryarchaeota	Stenosarchaea group	4.30927	60.4	-	AOIN01	106	4098	3818	2013/02/04	2021/03/08	Contig	University of California, Davis	SAMN02471674	GCA_000337135.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/135/GCA_000337135.1_ASM33713v1	25393412	JCM 10990
Haloterrigena thermotolerans DSM 11552	1227489	PRJNA174927	174927	Euryarchaeota	Stenosarchaea group	3.89527	65.4	-	AOIR01	68	3947	3769	2013/02/04	2021/03/08	Contig	University of California, Davis	SAMN02471662	GCA_000337115.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/115/GCA_000337115.1_ASM33711v1	25393412	DSM 11552
Halorubrum terrestre JCM 10247	1227486	PRJNA174922	174922	Euryarchaeota	Stenosarchaea group	3.37622	68	-	AOIW01	79	3408	3239	2013/02/04	2021/02/21	Contig	University of California, Davis	SAMN02471682	GCA_000337435.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/435/GCA_000337435.1_ASM33743v1	25393412	JCM 10247
Anaerovibrio lipolyticus DSM 3074	1120997	PRJEB18295	355690	Terrabacteria group	Firmicutes	2.78113	43.3	-	FQYW01	38	2737	2626	2016/12/02	2021/01/20	Scaffold	DOE - JOINT GENOME INSTITUTE	SAMN02745671	GCA_900141865.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/141/865/GCA_900141865.1_IMG-taxon_2585428091_annotated_assembly	-	DSM 3074
Hymenobacter aerophilus DSM 13606	1121953	PRJNA187098	187098	FCB group	Bacteroidetes/Chlorobi group	4.25304	62.1	-	ARNJ01	62	3811	3684	2013/04/23	2021/02/28	Scaffold	DOE Joint Genome Institute	SAMN02441650	GCA_000382225.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/225/GCA_000382225.1_ASM38222v1	-	DSM 13606
Kushneria aurantia DSM 21353	1122139	PRJNA187099	187099	Proteobacteria	Gammaproteobacteria	3.75069	62.7	-	ARNK01	63	3583	3420	2013/04/23	2020/05/06	Scaffold	DOE Joint Genome Institute	SAMN02440978	GCA_000382245.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/245/GCA_000382245.1_ASM38224v1	-	DSM 21353
Salinimicrobium terrae DSM 17865	1123234	PRJNA187101	187101	FCB group	Bacteroidetes/Chlorobi group	3.54473	40.4	-	AUKI01	20	3174	3081	2013/07/10	2020/05/06	Scaffold	DOE Joint Genome Institute	SAMN02440676	GCA_000424665.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/665/GCA_000424665.1_ASM42466v1	-	DSM 17865
Solimonas variicoloris DSM 15731	1123256	PRJNA187102	187102	Proteobacteria	Gammaproteobacteria	4.11945	69.1	-	ARNM01	48	3826	3695	2013/04/23	2020/05/06	Scaffold	DOE Joint Genome Institute	SAMN02440980	GCA_000382285.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/285/GCA_000382285.1_ASM38228v1	-	DSM 15731
Vitreoscilla stercoraria DSM 513	1123499	PRJNA187103	187103	Proteobacteria	Betaproteobacteria	2.5813	43.9	-	ARNN01	38	2575	2457	2013/04/23	2020/05/06	Scaffold	DOE Joint Genome Institute	SAMN02441651	GCA_000382305.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/305/GCA_000382305.1_ASM38230v1	-	DSM 513
Woodsholea maritima DSM 17123	1123503	PRJNA187104	187104	Proteobacteria	Alphaproteobacteria	3.10595	55.7	-	ARNO01	20	2913	2844	2013/04/23	2021/01/03	Scaffold	DOE Joint Genome Institute	SAMN02440981	GCA_000382325.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/325/GCA_000382325.1_ASM38232v1	-	DSM 17123
Desulfurobacterium sp. TC5-1	1158318	PRJNA187106	187106	Aquificae	Aquificae	1.65362	39.8	-	ATXC01	4	1725	1670	2013/07/09	2020/12/08	Contig	DOE Joint Genome Institute	SAMN02440891	GCA_000421485.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/421/485/GCA_000421485.1_ASM42148v1	-	TC5-1
Psychrobacter lutiphocae	540500	PRJEB40380	674216	Proteobacteria	Gammaproteobacteria	3.21188	41.7	-	CAJHAE01	7	2653	2498	2020/11/18	2021/01/22	Contig	MAX PLANCK INSTITUTE FOR DEVELOPMENTAL BIOLOGY	SAMEA7339754	GCA_904846305.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/846/305/GCA_904846305.1_ASM90484630v1	-	Psychrobacter lutiphocae IMMIBL-1110
Rheinheimera perlucida DSM 18276	1123054	PRJNA187094	187094	Proteobacteria	Gammaproteobacteria	4.00042	48.6	-	ARNG01	83	3754	3610	2013/04/23	2021/02/28	Scaffold	DOE Joint Genome Institute	SAMN02441649	GCA_000382165.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/165/GCA_000382165.1_ASM38216v1	-	DSM 18276
Robiginitomaculum antarcticum DSM 21748	1123059	PRJNA187095	187095	Proteobacteria	Alphaproteobacteria	2.76947	52.5	-	AQOY01	5	2651	2595	2013/04/12	2021/01/04	Scaffold	DOE Joint Genome Institute	SAMN02440387	GCA_000365025.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/365/025/GCA_000365025.1_ASM36502v1	-	DSM 21748
Dyadobacter beijingensis DSM 21582	1121482	PRJNA187097	187097	FCB group	Bacteroidetes/Chlorobi group	7.37661	52.1	-	ARNI01	14	6044	5913	2013/04/23	2020/05/06	Scaffold	DOE Joint Genome Institute	SAMN02441320	GCA_000382205.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/205/GCA_000382205.1_ASM38220v1	-	DSM 21582
Massilia niastensis DSM 21313	1122215	PRJNA187115	187115	Proteobacteria	Betaproteobacteria	6.59449	66.3	-	ARNP01	139	5966	5673	2013/04/23	2020/05/06	Scaffold	DOE Joint Genome Institute	SAMN02441321	GCA_000382345.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/382/345/GCA_000382345.1_ASM38234v1	-	DSM 21313
Pannonibacter phragmitetus	121719	PRJEB6403	251923	Proteobacteria	Alphaproteobacteria	4.83749	63.1	-	UGSK01	2	4294	4194	2018/07/30	2020/06/29	Contig	Wellcome Sanger Institute	SAMEA4412710	GCA_900454465.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/454/465/GCA_900454465.1_50766_H01	-	NCTC13350
Pseudomonas thermotolerans J53	935867	PRJNA210336	210336	Proteobacteria	Gammaproteobacteria	3.75331	67	-	AZUT01	62	3579	3440	2014/01/03	2020/12/09	Scaffold	DOE Joint Genome Institute	SAMN02597198	GCA_000513835.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/513/835/GCA_000513835.1_ASM51383v1	-	J53
Halorubrum saccharovorum DSM 1137	1227484	PRJNA174920	174920	Euryarchaeota	Stenosarchaea group	3.4237	66.9	-	AOJE01	72	3377	3218	2013/02/04	2021/02/21	Contig	University of California, Davis	SAMN02471663	GCA_000337915.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/915/GCA_000337915.1_ASM33791v1	25393412	DSM 1137
Haloferax alexandrinus	114529	PRJNA605089	605089	Euryarchaeota	Stenosarchaea group	3.70698	66.1	chromosome:NZ_CP048738.1/CP048738.1	-	1	3702	3588	2020/02/18	2021/02/19	Complete Genome	CSIR-Institue of Microbial Technology	SAMN14048689	GCA_010692905.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/692/905/GCA_010692905.1_ASM1069290v1	-	wsp1
Haloferax elongans ATCC BAA-1513	1230453	PRJNA174902	174902	Euryarchaeota	Stenosarchaea group	3.95214	61.2	-	AOLK01	27	3950	3809	2013/02/04	2021/03/08	Contig	University of California, Davis	SAMN02471641	GCA_000336755.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/755/GCA_000336755.1_ASM33675v1	25393412	ATCC BAA-1513
Haloferax gibbonsii	35746	PRJNA285662	285662	Euryarchaeota	Stenosarchaea group	3.91845	66.2381	chromosome:NZ_CP011947.1/CP011947.1; plasmid pHG1:NZ_CP011948.1/CP011948.1; plasmid pHG2:NZ_CP011949.1/CP011949.1; plasmid pHG3:NZ_CP011950.1/CP011950.1; plasmid pHG4:NZ_CP011951.1/CP011951.1	-	5	3916	3817	2015/08/03	2020/12/10	Complete Genome	Universidade do Estado do Rio de Janeiro	SAMN03755233	GCA_001190965.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/190/965/GCA_001190965.1_ASM119096v1	-	ARA6
Haloferax prahovense	381852	PRJEB5511	245002	Euryarchaeota	Stenosarchaea group	3.89363	66	-	CCDK01	5	3887	3795	2014/05/15	2020/08/23	Scaffold	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA3139050	GCA_000723845.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/845/GCA_000723845.1_PRJEB5511_assembly_1	-	Arc-Hr
Halorubrum aidingense JCM 13560	1230454	PRJNA174910	174910	Euryarchaeota	Stenosarchaea group	3.10853	67.2	-	AOJI01	37	3105	2982	2013/02/04	2021/02/21	Contig	University of California, Davis	SAMN02471664	GCA_000336995.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/995/GCA_000336995.1_ASM33699v1	25393412	JCM 13560
Halorubrum arcis JCM 13916	1230455	PRJNA174911	174911	Euryarchaeota	Stenosarchaea group	3.3826	67.3	-	AOJJ01	110	3428	3260	2013/02/04	2021/02/21	Contig	University of California, Davis	SAMN02471647	GCA_000337015.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/015/GCA_000337015.1_ASM33701v1	25393412	JCM 13916
Halorubrum californiensis DSM 19288	1227465	PRJNA174912	174912	Euryarchaeota	Stenosarchaea group	3.68287	66.2	-	AOJK01	83	3647	3415	2013/02/04	2021/02/21	Contig	University of California, Davis	SAMN02471648	GCA_000336875.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/336/875/GCA_000336875.1_ASM33687v1	25393412	DSM 19288
Halorubrum coriense DSM 10284	1227466	PRJNA174913	174913	Euryarchaeota	Stenosarchaea group	3.64531	67	-	AOJL01	69	3670	3469	2013/02/04	2021/02/21	Contig	University of California, Davis	SAMN02471634	GCA_000337035.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/035/GCA_000337035.1_ASM33703v1	25393412	DSM 10284
Haloferax larsenii	302484	PRJEB16866	351016	Euryarchaeota	Stenosarchaea group	3.89408	61.6	-	FOAD01	24	3952	3827	2016/10/29	2020/05/13	Scaffold	DOE - JOINT GENOME INSTITUTE	SAMN04488691	GCA_900109695.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/695/GCA_900109695.1_IMG-taxon_2639762639_annotated_assembly	-	CDM_5
Halorubrum distributum JCM 10118	1227468	PRJNA174915	174915	Euryarchaeota	Stenosarchaea group	3.30613	68.1	-	AOJN01	68	3282	3153	2013/02/04	2021/02/21	Contig	University of California, Davis	SAMN02471649	GCA_000337335.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/335/GCA_000337335.1_ASM33733v1	25393412	JCM 10118
Halorubrum hochstenium ATCC 700873	1227481	PRJNA174916	174916	Euryarchaeota	Stenosarchaea group	3.03753	69.1	-	AOJO01	64	3076	2938	2013/02/04	2021/02/21	Contig	University of California, Davis	SAMN02471650	GCA_000337075.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/075/GCA_000337075.1_ASM33707v1	25393412	ATCC 700873
Halorubrum kocurii JCM 14978	1230456	PRJNA174917	174917	Euryarchaeota	Stenosarchaea group	3.61974	66.9	-	AOJH01	105	3584	3386	2013/02/04	2021/03/08	Contig	University of California, Davis	SAMN02471633	GCA_000337355.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/355/GCA_000337355.1_ASM33735v1	25393412	JCM 14978
Halorubrum litoreum JCM 13561	1227483	PRJNA174919	174919	Euryarchaeota	Stenosarchaea group	3.13776	68.9	-	AOJF01	63	3151	3035	2013/02/04	2021/02/21	Contig	University of California, Davis	SAMN02471646	GCA_000337395.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/395/GCA_000337395.1_ASM33739v1	25393412	JCM 13561
Halorubrum tebenquichense DSM 14210	1227485	PRJNA174921	174921	Euryarchaeota	Stenosarchaea group	3.32886	68	-	AOJD01	93	3402	3240	2013/02/04	2021/03/08	Contig	University of California, Davis	SAMN02471631	GCA_000337415.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/415/GCA_000337415.1_ASM33741v1	25393412	DSM 14210
Myxococcus sp. SCHIC003	2813577	PRJNA702492	702492	Proteobacteria	delta/epsilon subdivisions	10.3676	68.6	chromosome:NZ_CP071091.1/CP071091.1	-	1	8114	7945	2021/03/08	2021/03/10	Chromosome	University of Mississippi	SAMN17960308	GCA_017301635.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/301/635/GCA_017301635.1_ASM1730163v1	-	SCHIC003
[Clostridium] celerecrescens 18A	1286362	PRJNA187124	187124	Terrabacteria group	Firmicutes	5.27284	43.9	-	PGET01	1	4792	4622	2017/11/28	2021/03/19	Contig	DOE Joint Genome Institute	SAMN02745763	GCA_002797975.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/797/975/GCA_002797975.1_ASM279797v1	-	18A
Glomeribacter sp. 1016415	1286373	PRJNA187127	187127	Proteobacteria	Betaproteobacteria	2.63764	48.9	-	AUKK01	8	2173	2057	2013/07/10	2020/12/08	Scaffold	DOE Joint Genome Institute	SAMN02440824	GCA_000424705.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/424/705/GCA_000424705.1_ASM42470v1	-	1016415
Sphaerotilus natans subsp. sulfidivorans	639200	PRJNA520894	520894	Proteobacteria	Betaproteobacteria	4.43099	69.7969	chromosome:NZ_CP035708.1/CP035708.1; plasmid pSna507_unt10:NZ_CP035710.1/CP035710.1; plasmid pSna507_unt12:NZ_CP035709.1/CP035709.1; plasmid pSna507_unt13:NZ_CP035707.1/CP035707.1	-	4	4003	3863	2019/09/09	2020/09/09	Complete Genome	NEB	SAMN10871119	GCA_008329925.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/329/925/GCA_008329925.1_ASM832992v1	-	D-507
Lysobacter sp. TY2-98	2290922	PRJNA483097	483097	Proteobacteria	Gammaproteobacteria	3.15662	67.6	chromosome:NZ_CP031413.1/CP031413.1	-	1	3028	2945	2018/08/08	2021/02/25	Complete Genome	Korean Research Institute of Bio-Science & Bio-Technology	SAMN09726147	GCA_003367355.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/367/355/GCA_003367355.1_ASM336735v1	-	TY2-98
Ensifer sp. PDNC004	2811423	PRJNA610894	610894	Proteobacteria	Alphaproteobacteria	6.7782	62.7542	chromosome:NZ_CP070353.1/CP070353.1; plasmid unnamed_1:NZ_CP070352.1/CP070352.1; plasmid unnamed_2:NZ_CP070354.1/CP070354.1	-	3	6433	6258	2021/02/23	2021/02/25	Complete Genome	University of Minnesota	SAMN17844876	GCA_016919405.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/919/405/GCA_016919405.1_ASM1691940v1	-	PDNC004
[Clostridium] methoxybenzovorans SR3	1286820	PRJNA187237	187237	Terrabacteria group	Firmicutes	7.08538	44.5	-	ATXD01	14	6575	6366	2013/07/09	2020/12/16	Contig	DOE Joint Genome Institute	SAMN02440585	GCA_000421505.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/421/505/GCA_000421505.1_ASM42150v1	-	SR3
Neorickettsia helminthoeca str. Oregon	1286528	PRJNA187358	187358	Proteobacteria	Alphaproteobacteria	0.884232	41.7	chromosome:NZ_CP007481.1/CP007481.1	-	1	837	785	2014/04/17	2020/12/16	Complete Genome	IGS	SAMN02367297	GCA_000632985.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/985/GCA_000632985.1_ASM63298v1	-	Oregon
Lysobacter antibioticus	84531	PRJNA271656	271656	Proteobacteria	Gammaproteobacteria	5.91639	66.8	chromosome:NZ_CP011129.1/CP011129.1	-	1	4892	4801	2015/11/12	2020/08/30	Complete Genome	NIOO-KNAW	SAMN03275727	GCA_001442745.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/442/745/GCA_001442745.1_ASM144274v1	26597042	76
Haloarcula sp. JP-L23	2716717	PRJNA611898	611898	Euryarchaeota	Stenosarchaea group	4.93083	63.647	chromosome:NZ_CP050014.1/CP050014.1; plasmid unnamed1:NZ_CP050015.1/CP050015.1; plasmid unnamed2:NZ_CP050016.1/CP050016.1; plasmid unnamed3:NZ_CP050017.1/CP050017.1; plasmid unnamed4:NZ_CP050018.1/CP050018.1; plasmid unnamed5:NZ_CP050019.1/CP050019.1	-	6	5046	4764	2020/03/21	2020/10/29	Complete Genome	Jiangsu University	SAMN14351922	GCA_011602445.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/602/445/GCA_011602445.1_ASM1160244v1	27151192	JP-L23
Sulfolobus sp. S-194	2512240	PRJNA520813	520813	TACK group	Crenarchaeota	2.78953	32.6	chromosome:NZ_CP035730.1/CP035730.1	-	1	2958	2733	2020/04/09	2021/03/06	Complete Genome	Portland State University	SAMN10868411	GCA_012222305.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/222/305/GCA_012222305.1_ASM1222230v1	-	S-194
Streptomyces albulus	68570	PRJDB10510	661485	Terrabacteria group	Actinobacteria	10.2669	71.5	-	BMVI01	179	9052	8546	2020/09/11	2020/11/23	Scaffold	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	SAMD00245500	GCA_014650635.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/650/635/GCA_014650635.1_ASM1465063v1	30832757	JCM 4718
Mycobacterium celatum	28045	PRJNA354248	354248	Terrabacteria group	Actinobacteria	4.77353	66.9	-	PDKV01	81	4661	4479	2017/11/02	2021/02/08	Contig	San Raffaele Scientific Institute	SAMN07733418	GCA_002742165.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/742/165/GCA_002742165.1_ASM274216v1	29030295	NCTC 12882
Brevibacillus borstelensis AK1	1300222	PRJNA191598	191598	Terrabacteria group	Firmicutes	5.15509	52	-	APBN01	29	5068	4860	2013/04/04	2020/12/18	Contig	King Abdullah University of Science and Technology	SAMN02470130	GCA_000353565.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/353/565/GCA_000353565.1_ASM35356v1	-	AK1
Micrococcus sp. KBS0714	1179670	PRJNA373912	373912	Terrabacteria group	Actinobacteria	2.5227	73	chromosome:NZ_CP042169.1/CP042169.1	-	1	2301	2178	2019/07/24	2020/04/13	Complete Genome	Indiana University	SAMN06318586	GCA_002008305.4	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/008/305/GCA_002008305.4_ASM200830v4	-	KBS0714
Micromonospora rosaria	47874	PRJNA309758	309758	Terrabacteria group	Actinobacteria	7.38329	73.4	-	LRQV01	310	6598	6213	2016/02/24	2020/05/09	Contig	Jiangxi Normal University	SAMN04440589	GCA_001567585.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/567/585/GCA_001567585.1_ASM156758v1	-	DSM 803
Mannheimia varigena USDA-ARS-USMARC-1312	1434214	PRJNA230707	230707	Proteobacteria	Gammaproteobacteria	2.13193	40.5	chromosome:NZ_CP006944.1/CP006944.1	-	1	2025	1920	2014/01/22	2020/12/09	Complete Genome	USDA-ARS-USMARC	SAMN03081507	GCA_000521695.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/695/GCA_000521695.1_ASM52169v1	-	USDA-ARS-USMARC-1312
Gordonia westfalica	158898	PRJEB16497	349419	Terrabacteria group	Actinobacteria	6.405	66.9	-	FNLM01	38	6272	5794	2016/10/21	2020/04/05	Contig	DOE - JOINT GENOME INSTITUTE	SAMN04488548	GCA_900105725.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/725/GCA_900105725.1_IMG-taxon_2636416072_annotated_assembly	-	DSM 44215
Leptolyngbya foveolarum	47253	PRJNA436342	436342	Terrabacteria group	Cyanobacteria/Melainabacteria group	4.75098	51	-	QBMC01	299	4535	4289	2018/06/18	2018/06/18	Scaffold	ULg	SAMN08895992	GCA_003242035.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/242/035/GCA_003242035.1_ASM324203v1	-	ULC129bin1
Actinobacillus porcitonsillarum	189834	PRJNA453892	453892	Proteobacteria	Gammaproteobacteria	2.26319	39.7	chromosome:NZ_CP029206.1/CP029206.1	-	1	2157	2032	2018/05/09	2020/04/15	Complete Genome	University of Bern	SAMN08992555	GCA_003101015.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/101/015/GCA_003101015.1_ASM310101v1	30363939	9953L55
Staphylococcus pasteuri SP1	1276282	PRJNA184845	184845	Terrabacteria group	Firmicutes	2.55995	32.7	chromosome:NC_022737.1/CP004014.1	-	1	2526	2419	2013/11/01	2020/12/25	Complete Genome	Kyung Hee University	SAMN02603493	GCA_000494875.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/494/875/GCA_000494875.1_ASM49487v1	-	SP1
Streptomyces flavovirens	52258	PRJNA238534	238534	Terrabacteria group	Actinobacteria	7.67065	71.1	-	JOAB01	97	6835	6585	2014/07/02	2021/01/12	Contig	University of Illinois	SAMN02645356	GCA_000720395.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/720/395/GCA_000720395.1_ASM72039v1	-	NRRL B-2182
Streptomyces phaeochromogenes	1923	PRJNA293375	293375	Terrabacteria group	Actinobacteria	10.9355	70.2	-	LIQZ01	702	9725	9038	2015/10/28	2021/03/05	Scaffold	USDA/ARS/NCAUR	SAMN04004087	GCA_001418655.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/418/655/GCA_001418655.1_ASM141865v1	-	NRRL B-1248
Trueperella pyogenes	1661	PRJNA241373	241373	Terrabacteria group	Actinobacteria	2.33839	59.5	chromosome:NZ_CP007519.1/CP007519.1	-	1	2132	2057	2014/04/02	2021/01/17	Complete Genome	Cornell University	SAMN02689492	GCA_000612055.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/055/GCA_000612055.1_ASM61205v1	24786956	TP6375
Marinococcus halophilus	1371	PRJEB19419	374697	Terrabacteria group	Firmicutes	3.26625	47.2	-	FVZD01	6	3322	3229	2017/03/10	2020/07/11	Contig	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes (URMITE) CNRS, Faculte de Medecine, Universite de la Mediterranee, Marseille, France	SAMEA88386418	GCA_900166605.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/166/605/GCA_900166605.1_PRJEB19419	-	Marseille-P3459
Streptomyces natalensis ATCC 27448	1240678	PRJNA176961	176961	Terrabacteria group	Actinobacteria	8.65173	70.6	-	JRKI01	63	7833	7415	2015/02/27	2021/03/10	Contig	IBMC - Institute for Molecular and Cell Biology	SAMN03074232	GCA_000935125.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/935/125/GCA_000935125.1_SNA_1.0	26256439	ATCC 27448
Streptomyces cyaneus	1904	PRJNA506288	506288	Terrabacteria group	Actinobacteria	9.83366	70.4	-	RQJW01	33	8628	8286	2019/01/17	2020/08/02	Scaffold	Sun Yat-sen University	SAMN10440085	GCA_004028635.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/028/635/GCA_004028635.1_ASM402863v1	-	CGMCC 4.1671
Paracoccus pantotrophus	82367	PRJNA332147	332147	Proteobacteria	Alphaproteobacteria	4.40944	67.6	-	RBLI01	4	4350	4136	2018/10/11	2020/05/10	Contig	DOE Joint Genome Institute	SAMN05443318	GCA_003633525.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/633/525/GCA_003633525.1_ASM363352v1	-	DSM 2944
Streptomyces rochei	1928	PRJDB3565	432523	Terrabacteria group	Actinobacteria	8.3648	71.7	chromosome:NZ_AP018517.1/AP018517.1	-	1	7418	7059	2019/07/31	2020/12/20	Complete Genome	National Institute of Infectious Diseases	SAMD00027156	GCA_008064995.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/064/995/GCA_008064995.1_ASM806499v1	31358803	7434AN4
